Date,Value
2023-10-04,38.55317949066399
2023-10-05,36.1540097708695
2023-10-06,36.445917458894186
2023-10-07,36.11452920270743
2023-10-08,33.5137560629425
2023-10-09,36.51691697600805
2023-10-10,36.81081986742382
2023-10-11,40.57808840370062
2023-10-12,36.75635075549491
2023-10-13,37.65774915632598
2023-10-14,37.31271842327117
2023-10-15,35.769902322695536
2023-10-16,39.39401600281866
2023-10-17,38.9632269435512
2023-10-18,39.17605864123507
2023-10-19,36.77820548209848
2023-10-20,40.39780201361935
2023-10-21,36.340661527366734
2023-10-22,39.472011223510194
2023-10-23,42.02411302156216
2023-10-24,37.39770275505316
2023-10-25,38.177469571113114
2023-10-26,39.31809149626724
2023-10-27,38.55334721531419
2023-10-28,37.120718886025834
2023-10-29,39.68587857408253
2023-10-30,38.12402556170635
2023-10-31,40.56040449293326
2023-11-01,38.60146322432461
2023-11-02,42.43409582377242
2023-11-03,39.06088231746437
2023-11-04,39.87717450833608
2023-11-05,41.702947321593115
2023-11-06,38.75664424148486
2023-11-07,41.062229300619805
2023-11-08,42.79764727215044
2023-11-09,38.53936334115974
2023-11-10,41.338922257534726
2023-11-11,41.560874749677886
2023-11-12,42.45052803652961
2023-11-13,39.52674387743235
2023-11-14,39.503463947054385
2023-11-15,42.366613220170386
2023-11-16,42.12627406202753
2023-11-17,42.15114850444713
2023-11-18,42.3871822732555
2023-11-19,40.93703546126433
2023-11-20,42.39245158185231
2023-11-21,42.568088959506554
2023-11-22,41.138748637307216
2023-11-23,45.08809570205946
2023-11-24,43.07668128028166
2023-11-25,40.6527923339033
2023-11-26,43.49569011013685
2023-11-27,41.117225266597515
2023-11-28,43.825519037358816
2023-11-29,44.44566728591975
2023-11-30,41.53685161081443
2023-12-01,44.27024262178081
2023-12-02,43.49883893895729
2023-12-03,44.16441713658918
2023-12-04,45.82533123089336
2023-12-05,42.65801608323975
2023-12-06,41.93857912579639
2023-12-07,41.77511328333354
2023-12-08,41.92297617616816
2023-12-09,43.06544037361494
2023-12-10,43.724307291141535
2023-12-11,43.656178238698686
2023-12-12,44.50754807254694
2023-12-13,43.308968642178634
2023-12-14,45.48951483988073
2023-12-15,42.92902644939322
2023-12-16,46.0
2023-12-17,44.28924217266981
2023-12-18,42.07293015048069
2023-12-19,41.75729084407099
2023-12-20,44.089338214027435
2023-12-21,43.029472307116336
2023-12-22,44.43174189216043
2023-12-23,44.0637117815789
2023-12-24,43.23476833026484
2023-12-25,42.06102314704214
2023-12-26,41.04319496733298
2023-12-27,42.62700077089237
2023-12-28,44.55974023118887
2023-12-29,43.57171994511188
2023-12-30,41.354484769668126
2023-12-31,43.45246299239309
2024-01-01,43.73736099736507
2024-01-02,41.79739721803092
2024-01-03,43.31468591616235
2024-01-04,43.12945483458144
2024-01-05,41.28287144985151
2024-01-06,43.48634858907497
2024-01-07,43.74035521746667
2024-01-08,44.47045195310491
2024-01-09,44.370476995461
2024-01-10,40.6643880798095
2024-01-11,41.26251021206581
2024-01-12,43.3774125979991
2024-01-13,43.308426506075584
2024-01-14,43.240503428373046
2024-01-15,46.0
2024-01-16,43.176611530386516
2024-01-17,43.94582870982943
2024-01-18,43.59307368135061
2024-01-19,43.05615942059076
2024-01-20,41.52060609204951
2024-01-21,43.04386305966821
2024-01-22,40.65555923037139
2024-01-23,41.366472961635026
2024-01-24,40.89810354493714
2024-01-25,41.65098115282896
2024-01-26,44.89978157887391
2024-01-27,38.52415276941763
2024-01-28,42.24936175529804
2024-01-29,38.69351438621711
2024-01-30,40.29503534204265
2024-01-31,42.524465294164656
2024-02-01,40.873360744778985
2024-02-02,39.044054328644656
2024-02-03,39.46931121875465
2024-02-04,41.44115887937074
2024-02-05,39.2036442686704
2024-02-06,40.49928746004828
2024-02-07,40.11637360683621
2024-02-08,38.94208061088678
2024-02-09,43.00495024586148
2024-02-10,40.60759256610205
2024-02-11,36.48484681650208
2024-02-12,39.66629592078991
2024-02-13,38.2562364683647
2024-02-14,40.38815724494352
2024-02-15,37.779648475198144
2024-02-16,38.653620920609434
2024-02-17,39.43891904002584
2024-02-18,39.83424333847038
2024-02-19,36.58784205370692
2024-02-20,37.73775886690908
2024-02-21,37.37690942777961
2024-02-22,36.95778793218557
2024-02-23,40.43310073954649
2024-02-24,38.23825864427047
2024-02-25,35.584102211323
2024-02-26,38.69568512324875
2024-02-27,40.34445953049164
2024-02-28,38.551172443339006
2024-02-29,34.563632840250854
2024-03-01,35.95556177659168
2024-03-02,38.42056480013661
2024-03-03,35.296087674381866
2024-03-04,36.859872193841085
2024-03-05,37.191851718992204
2024-03-06,34.47451818833698
2024-03-07,35.609944269872614
2024-03-08,30.67100454120275
2024-03-09,33.82940205457537
2024-03-10,34.81966402793146
2024-03-11,33.15887921049925
2024-03-12,37.31076402123941
2024-03-13,32.54813392901406
2024-03-14,33.864134657283245
2024-03-15,34.55087481923336
2024-03-16,36.34699442809234
2024-03-17,31.861420656455167
2024-03-18,35.58994867670152
2024-03-19,33.69045255227947
2024-03-20,32.03270164046564
2024-03-21,34.027994237032686
2024-03-22,33.463366734438466
2024-03-23,32.09450478325578
2024-03-24,32.92975182850425
2024-03-25,32.077513504396954
2024-03-26,32.65646255123524
2024-03-27,33.31040337291368
2024-03-28,34.527622272047594
2024-03-29,30.123682900728376
2024-03-30,35.01223515777012
2024-03-31,28.717352481007946
2024-04-01,31.251175897816136
2024-04-02,32.19531895464399
2024-04-03,31.56899058064319
2024-04-04,30.048832749571115
2024-04-05,30.506846893489396
2024-04-06,29.91649524167827
2024-04-07,29.60978292083421
2024-04-08,31.60698229841174
2024-04-09,30.707815537269013
2024-04-10,28.973653218777763
2024-04-11,31.20420266524518
2024-04-12,30.158644786007038
2024-04-13,30.761035894658466
2024-04-14,30.331434554924524
2024-04-15,27.989995164056253
2024-04-16,28.241006400381508
2024-04-17,30.05134823610487
2024-04-18,29.69647798053802
2024-04-19,28.601514719981978
2024-04-20,28.662276953678933
2024-04-21,30.25772025725891
2024-04-22,27.31036471018644
2024-04-23,28.87647170518461
2024-04-24,27.61228809443129
2024-04-25,27.450496458875488
2024-04-26,29.288356133921624
2024-04-27,28.743260510794805
2024-04-28,28.592158724148504
2024-04-29,29.198723990216227
2024-04-30,27.142515803662015
2024-05-01,28.00637547729958
2024-05-02,26.392451974642928
2024-05-03,27.220515646302943
2024-05-04,26.41751067675691
2024-05-05,26.638760087059467
2024-05-06,27.268660290469718
2024-05-07,25.033405435118727
2024-05-08,29.28631690148251
2024-05-09,24.5279313411427
2024-05-10,24.107151235826755
2024-05-11,27.55936527347948
2024-05-12,26.905777951422934
2024-05-13,26.55290010725002
2024-05-14,26.460057328814248
2024-05-15,25.40239978315409
2024-05-16,23.98056072438556
2024-05-17,25.348291463742758
2024-05-18,24.12948222171874
2024-05-19,26.521069441236683
2024-05-20,24.753520034280683
2024-05-21,23.65415335780235
2024-05-22,24.33121502217913
2024-05-23,25.356211216220863
2024-05-24,23.817396329475198
2024-05-25,23.35849303325532
2024-05-26,24.888887934565
2024-05-27,24.825054368258208
2024-05-28,23.63417112291156
2024-05-29,23.627763048441036
2024-05-30,24.624901730907986
2024-05-31,22.049995956993264
2024-06-01,22.059028581131194
2024-06-02,23.04348178457096
2024-06-03,23.75473849789074
2024-06-04,24.497883212344234
2024-06-05,26.204033806594826
2024-06-06,25.239844112231086
2024-06-07,23.67869140538571
2024-06-08,23.85821962946596
2024-06-09,22.35400488548268
2024-06-10,23.804003639374436
2024-06-11,23.375687520297564
2024-06-12,24.272590615929733
2024-06-13,22.530445385556305
2024-06-14,24.53603802201568
2024-06-15,26.044805316438012
2024-06-16,23.574191614429957
2024-06-17,24.334493575751367
2024-06-18,24.764697595475507
2024-06-19,23.128169292171247
2024-06-20,24.06962033062446
2024-06-21,23.758814593775647
2024-06-22,23.895845984938486
2024-06-23,22.602182271150944
2024-06-24,23.813783512042335
2024-06-25,24.542289237752964
2024-06-26,25.99322818711516
2024-06-27,25.27958171780558
2024-06-28,27.097547029630356
2024-06-29,22.746777588107317
2024-06-30,25.23922489640101
2024-07-01,24.241612208938378
2024-07-02,27.29005907725456
2024-07-03,22.834552053137763
2024-07-04,22.83193910067606
2024-07-05,23.23982025729248
2024-07-06,21.003304529984895
2024-07-07,23.453591710174884
2024-07-08,23.1594234769087
2024-07-09,24.58241750458584
2024-07-10,24.930954470534257
2024-07-11,27.29684214479209
2024-07-12,25.9752402688742
2024-07-13,23.75400163383352
2024-07-14,23.344201619582435
2024-07-15,25.504861915940918
2024-07-16,22.864464224276464
2024-07-17,27.672481933440153
2024-07-18,26.777559334073043
2024-07-19,24.39034262837683
2024-07-20,22.612688047473743
2024-07-21,27.304033350235024
2024-07-22,25.194774858573243
2024-07-23,27.319166749574492
2024-07-24,23.169128454232908
2024-07-25,24.76247653048716
2024-07-26,25.772585931249065
2024-07-27,25.940754801125635
2024-07-28,25.303100756010508
2024-07-29,27.022709053529596
2024-07-30,24.599526769318366
2024-07-31,26.102166760422374
2024-08-01,26.613179907536782
2024-08-02,27.32358300340247
2024-08-03,27.740688456703722
2024-08-04,25.10976212055163
2024-08-05,24.621094861466844
2024-08-06,28.966367342380874
2024-08-07,27.677917038326516
2024-08-08,26.188280236378045
2024-08-09,29.771233742768512
2024-08-10,27.75340622158682
2024-08-11,29.486081763408503
2024-08-12,27.957468578055995
2024-08-13,31.0881401510393
2024-08-14,30.772588336746928
2024-08-15,27.91037941071095
2024-08-16,29.88707821987171
2024-08-17,29.545286837954
2024-08-18,30.779233215014287
2024-08-19,27.429481920058038
2024-08-20,30.05799977238548
2024-08-21,30.77004455869436
2024-08-22,26.69916873104229
2024-08-23,27.718599911440695
2024-08-24,26.59214302539895
2024-08-25,29.405632464733188
2024-08-26,31.046008888386062
2024-08-27,32.384338430239346
2024-08-28,30.404159782298404
2024-08-29,32.89921562667838
2024-08-30,28.550426965557858
2024-08-31,28.2307563972178
2024-09-01,30.86867509532158
2024-09-02,31.695128442434278
2024-09-03,31.237839907160865
2024-09-04,28.35433962898083
2024-09-05,31.491163085647933
2024-09-06,29.838149289612236
2024-09-07,32.96999300353676
2024-09-08,32.68658246493099
2024-09-09,30.898586469477618
2024-09-10,31.70979667182452
2024-09-11,31.064387078298683
2024-09-12,32.73216788744861
2024-09-13,34.432197380441444
2024-09-14,31.694459631515905
2024-09-15,34.102899872270726
2024-09-16,32.725390763519584
2024-09-17,32.505529777244256
2024-09-18,33.70841907710571
2024-09-19,32.49023947712104
2024-09-20,33.38672909044829
2024-09-21,32.594397044341044
2024-09-22,37.512172193867755
2024-09-23,34.791659281261815
2024-09-24,33.862613125339834
2024-09-25,35.40631586205634
2024-09-26,35.08965499080571
2024-09-27,35.099099584146686
2024-09-28,36.52376630508634
2024-09-29,36.910245081647744
2024-09-30,35.14915382989056
2024-10-01,35.251504942998295
2024-10-02,35.872336349976635
2024-10-03,33.00101889174481
2024-10-04,34.34935645832391
2024-10-05,38.83990327397682
2024-10-06,39.4236496466086
2024-10-07,36.74835882655649
2024-10-08,38.1515232337655
2024-10-09,37.91734978432759
2024-10-10,42.231546447655546
2024-10-11,39.454254569818445
2024-10-12,37.74355175560439
2024-10-13,36.661475416928404
2024-10-14,35.84324989873849
2024-10-15,38.714977234846955
2024-10-16,37.43080127659459
2024-10-17,36.58613015627399
2024-10-18,37.90242733792681
2024-10-19,37.40128854179361
2024-10-20,41.704150574164
2024-10-21,40.64418521823396
2024-10-22,39.45647062087227
2024-10-23,41.83342345108422
2024-10-24,39.872968626988694
2024-10-25,38.606688146643386
2024-10-26,42.32324681239297
2024-10-27,40.98507909815201
2024-10-28,38.75716488038379
2024-10-29,40.161973115170085
2024-10-30,39.26658846690335
2024-10-31,38.636399979228806
2024-11-01,42.228460537543555
2024-11-02,43.82988721667392
2024-11-03,38.99241542191589
2024-11-04,42.05712535057447
2024-11-05,40.356976862453045
2024-11-06,40.72035132306655
2024-11-07,40.67834225436851
2024-11-08,40.38460203848187
2024-11-09,41.8647539116535
2024-11-10,40.654625383688696
2024-11-11,42.413478967533415
2024-11-12,42.03681277957577
2024-11-13,41.85572679638118
2024-11-14,40.95235537868265
2024-11-15,41.54564005632524
2024-11-16,43.63849606766694
2024-11-17,43.3488857404466
2024-11-18,41.220739676434235
2024-11-19,42.92306949425465
2024-11-20,43.985560934616224
2024-11-21,40.4361678426647
2024-11-22,43.83447422391224
2024-11-23,42.1019962604952
2024-11-24,44.02564558259701
2024-11-25,42.095970962372334
2024-11-26,40.601924620941716
2024-11-27,40.93357847492039
2024-11-28,43.50990133740072
2024-11-29,43.88745884092422
2024-11-30,42.1987034902577
2024-12-01,44.56755623671861
2024-12-02,41.16904680319401
2024-12-03,43.61102205894146
2024-12-04,41.93957395760038
2024-12-05,42.82142921062938
2024-12-06,43.91048293474644
2024-12-07,42.586071555690395
2024-12-08,43.33425962139136
2024-12-09,45.45201854273823
2024-12-10,43.105804235418944
2024-12-11,45.25031136709061
2024-12-12,42.32490552237535
2024-12-13,44.83391999101768
2024-12-14,46.0
2024-12-15,40.36238859452765
2024-12-16,42.88539826781658
2024-12-17,44.954274675875915
2024-12-18,43.78906151209817
2024-12-19,44.652348401219626
2024-12-20,43.188688705031375
2024-12-21,44.22062583223165
2024-12-22,43.85033949163046
2024-12-23,45.82568479173986
2024-12-24,44.44284498909658
2024-12-25,44.55186979747458
2024-12-26,43.4089577498092
2024-12-27,43.27373270359492
2024-12-28,43.331742047187134
2024-12-29,44.54477115130355
2024-12-30,43.29121488238593
2024-12-31,44.32404721311644
2025-01-01,46.0
2025-01-02,45.120785312391604
2025-01-03,43.28310645866067
2025-01-04,45.52914777984336
2025-01-05,43.06755448902023
2025-01-06,40.57199162514753
2025-01-07,42.063745621965886
2025-01-08,40.71358603586987
2025-01-09,42.93362190568317
2025-01-10,43.42687534072282
2025-01-11,45.849515665599036
2025-01-12,43.758138640353515
2025-01-13,42.86928110570068
2025-01-14,44.36954230711758
2025-01-15,39.73357280083494
2025-01-16,43.325902086721385
2025-01-17,44.04836882694126
2025-01-18,40.5911931749623
2025-01-19,44.439141023820426
2025-01-20,43.14315384016993
2025-01-21,41.921865181326545
2025-01-22,43.400873670904474
2025-01-23,45.76218815338739
2025-01-24,42.530969326337214
2025-01-25,42.53012460831416
2025-01-26,41.366009208994896
2025-01-27,40.675204915539084
2025-01-28,43.088091917817955
2025-01-29,40.448807401863505
2025-01-30,41.72838875454269
2025-01-31,40.79045454598812
2025-02-01,42.109141234158194
2025-02-02,41.772759940575014
2025-02-03,42.70807217235558
2025-02-04,40.264169617963994
2025-02-05,40.49978717273525
2025-02-06,39.309870273307034
2025-02-07,39.983041242181336
2025-02-08,41.08498485144076
2025-02-09,41.52219695759307
2025-02-10,38.869312710222054
2025-02-11,41.421023328794284
2025-02-12,42.0123729537247
2025-02-13,40.45965959758474
2025-02-14,42.513623301684305
2025-02-15,38.395041784154444
2025-02-16,37.54445606658803
2025-02-17,36.59753017385879
2025-02-18,41.362353131524365
2025-02-19,39.95105920520159
2025-02-20,38.735950388155366
2025-02-21,39.08773472052585
2025-02-22,36.82668580817727
2025-02-23,42.029414047254285
2025-02-24,38.399259915788406
2025-02-25,38.21298439457392
2025-02-26,38.97987517082073
2025-02-27,38.45398840011735
2025-02-28,37.90851382560056
2025-03-01,36.2262012027231
2025-03-02,37.957400612060674
2025-03-03,39.9106286175226
2025-03-04,38.94227312085422
2025-03-05,39.14968057880729
2025-03-06,35.82809038105733
2025-03-07,34.94482507357746
2025-03-08,36.07422517115688
2025-03-09,36.17957088500985
2025-03-10,37.56980353272762
2025-03-11,33.2218570388743
2025-03-12,37.88647254453289
2025-03-13,35.186334148086516
2025-03-14,34.61387978240759
2025-03-15,33.56660739041398
2025-03-16,32.43279948669453
2025-03-17,35.97996975916719
2025-03-18,34.68517999925169
2025-03-19,32.47016161113852
2025-03-20,32.29234645894215
2025-03-21,33.561161976702586
2025-03-22,36.398309479012354
2025-03-23,33.33544307194857
2025-03-24,31.300334271342066
2025-03-25,33.016869303560675
2025-03-26,32.80710117873686
2025-03-27,29.001877396719767
2025-03-28,32.797154748052854
2025-03-29,32.36400435365565
2025-03-30,33.586994643005845
2025-03-31,35.14891832270972
2025-04-01,33.89870108469116
2025-04-02,31.63951010908488
2025-04-03,30.217713915928137
2025-04-04,35.5729217341768
2025-04-05,31.63785792004705
2025-04-06,31.406890581535954
2025-04-07,31.187642425585526
2025-04-08,31.35970629403199
2025-04-09,30.685751690435545
2025-04-10,29.88252460134841
2025-04-11,29.764514440234713
2025-04-12,30.378565599368137
2025-04-13,29.456605559699398
2025-04-14,29.047722618023347
2025-04-15,30.123133021977203
2025-04-16,29.428812134545673
2025-04-17,31.916397311294027
2025-04-18,25.534467869798288
2025-04-19,31.000127388811887
2025-04-20,31.08541366746221
2025-04-21,25.961137564964062
2025-04-22,28.413690402319663
2025-04-23,28.22866433443587
2025-04-24,26.534309531005402
2025-04-25,27.340293232329998
2025-04-26,26.704327087742094
2025-04-27,30.863541652448195
2025-04-28,29.505411859868737
2025-04-29,29.877838421975966
2025-04-30,28.92351813727773
2025-05-01,26.019868363531295
2025-05-02,26.801071710113458
2025-05-03,28.19832795941216
2025-05-04,25.509533544970516
2025-05-05,28.29276378482898
2025-05-06,26.745436655077143
2025-05-07,26.42850524864454
2025-05-08,27.94417594025956
2025-05-09,27.433352380621322
2025-05-10,26.11698490627974
2025-05-11,28.29119366827575
2025-05-12,24.82668891907869
2025-05-13,27.270623792088195
2025-05-14,27.1371909518704
2025-05-15,25.686450283453482
2025-05-16,26.54564181497749
2025-05-17,24.08791426187421
2025-05-18,27.261265317797257
2025-05-19,25.51103663644558
2025-05-20,24.92002157575534
2025-05-21,27.195912991746447
2025-05-22,24.48677824884448
2025-05-23,23.35412209026209
2025-05-24,23.058039398395316
2025-05-25,26.230838553623432
2025-05-26,23.332713088582704
2025-05-27,27.819795784571674
2025-05-28,22.00169177414267
2025-05-29,27.609005059303577
2025-05-30,25.32335302567546
2025-05-31,24.807052801433663
2025-06-01,24.0828456124826
2025-06-02,25.449852287977713
2025-06-03,24.748457171821244
2025-06-04,26.416474686972006
2025-06-05,24.892340954163554
2025-06-06,24.90880731962087
2025-06-07,24.103180882010065
2025-06-08,24.53132550573839
2025-06-09,25.049501585777485
2025-06-10,21.99652075437809
2025-06-11,22.516397345519202
2025-06-12,25.633408916456673
2025-06-13,24.757589958076707
2025-06-14,24.211043246124902
2025-06-15,24.503347846532233
2025-06-16,24.98870439515775
2025-06-17,23.65228647213891
2025-06-18,23.292024519805366
2025-06-19,24.753767882646525
2025-06-20,22.99592244148629
2025-06-21,25.08230512617466
2025-06-22,21.92545643075848
2025-06-23,26.03543040292261
2025-06-24,25.215914474273486
2025-06-25,24.9093364023556
2025-06-26,26.02054925134087
2025-06-27,27.068887145371637
2025-06-28,26.119328440890218
2025-06-29,21.866487585441924
2025-06-30,22.741378491216445
2025-07-01,23.759371333787332
2025-07-02,24.7744912527443
2025-07-03,25.553488011874176
2025-07-04,23.732906144217026
2025-07-05,25.14905937217413
2025-07-06,23.78607371791962
2025-07-07,24.054947538208104
2025-07-08,22.918130823966916
2025-07-09,23.701976955705174
2025-07-10,23.12079359844401
2025-07-11,23.74877600650226
2025-07-12,26.860067206506884
2025-07-13,23.925258784079208
2025-07-14,29.370396723861052
2025-07-15,26.236960010002495
2025-07-16,25.85206822034974
2025-07-17,24.367757114386798
2025-07-18,26.788863972104608
2025-07-19,24.960649367177226
2025-07-20,26.09540456307809
2025-07-21,29.84335159639009
2025-07-22,25.952494776865194
2025-07-23,27.91635227104281
2025-07-24,25.23600530473562
2025-07-25,26.33905632917237
2025-07-26,29.150921335125055
2025-07-27,25.659833323796867
2025-07-28,29.426871800224752
2025-07-29,27.880062058191577
2025-07-30,26.08725724955086
2025-07-31,27.994347596537597
2025-08-01,28.621568134409014
2025-08-02,28.214639695640148
2025-08-03,25.04792905973471
2025-08-04,26.436019494571124
2025-08-05,27.280988164243016
2025-08-06,27.668201965883043
2025-08-07,28.840454166683152
2025-08-08,28.30756154261275
2025-08-09,26.171489241419586
2025-08-10,28.88019104665648
2025-08-11,29.363014605238487
2025-08-12,29.425876527837392
2025-08-13,30.34818935204825
2025-08-14,30.12046030490548
2025-08-15,29.702595752272206
2025-08-16,29.054473226252206
2025-08-17,26.81578151330229
2025-08-18,30.10071320741464
2025-08-19,29.91839864167285
2025-08-20,30.166290838180878
2025-08-21,27.99728496468951
2025-08-22,28.445693150064557
2025-08-23,31.803216960438704
2025-08-24,30.321658561254118
2025-08-25,31.561993762458957
2025-08-26,30.7421730688878
2025-08-27,30.90543706133891
2025-08-28,32.43044332063274
2025-08-29,30.412225215995374
2025-08-30,31.494760318291654
2025-08-31,30.822417123192977
2025-09-01,31.03025230251805
2025-09-02,31.385272083822336
2025-09-03,32.35008268675255
2025-09-04,31.467379846545438
2025-09-05,34.23847733327741
2025-09-06,31.18294258704026
2025-09-07,32.41517671404964
2025-09-08,32.20708850837446
2025-09-09,35.208872975499254
2025-09-10,33.50542921259693
2025-09-11,34.93097417033507
2025-09-12,31.327845973802912
2025-09-13,34.13005929849347
2025-09-14,35.23749489445437
2025-09-15,34.20025608290711
2025-09-16,35.84899775367628
2025-09-17,33.648906350487216
2025-09-18,36.71298577731592
2025-09-19,38.22145014617896
2025-09-20,34.40294520780959
2025-09-21,34.45296010112315
2025-09-22,37.47516121016971
2025-09-23,37.838122171900295
2025-09-24,34.85791134659881
2025-09-25,35.185065770311205
2025-09-26,35.5654701520512
2025-09-27,34.143878216895104
2025-09-28,34.95453833529488
2025-09-29,34.9977723664487
2025-09-30,35.523209203650154
2025-10-01,36.793204972885135
2025-10-02,37.36623599450886
2025-10-03,39.509651378069314
2025-10-04,35.85461199051355
2025-10-05,38.9960754705249
2025-10-06,37.36521481001839
2025-10-07,37.77771732141242
2025-10-08,39.02891702743178
2025-10-09,36.49639152016882
2025-10-10,38.91683985424878
2025-10-11,38.75457051498618
2025-10-12,39.40410503883778
2025-10-13,39.25853904369075
2025-10-14,42.665869588991185
2025-10-15,38.18317180466916
2025-10-16,38.498831962018315
2025-10-17,38.51479993103335
2025-10-18,38.769070985550215
2025-10-19,38.79752985625542
2025-10-20,41.68696291821648
2025-10-21,42.182481954794575
2025-10-22,39.34231014222298
2025-10-23,39.09497388309284
2025-10-24,41.19403950009687
2025-10-25,39.80027988221433
2025-10-26,41.71795842312176
2025-10-27,41.21109856390198
2025-10-28,38.769417939377625
2025-10-29,43.49873893429059
2025-10-30,44.00383235662377
2025-10-31,40.52141653994873
2025-11-01,40.987641876342124
2025-11-02,42.12456034205607
2025-11-03,42.321951967625125
2025-11-04,42.930487904547846
2025-11-05,45.07824752428531
2025-11-06,41.91561855747253
2025-11-07,41.09948727391911
2025-11-08,40.34160935097979
2025-11-09,41.4255764098234
2025-11-10,42.581360098994544
2025-11-11,45.429630524140315
2025-11-12,42.065752995195226
2025-11-13,43.279830794139144
2025-11-14,43.0190665276359
2025-11-15,44.923386962349866
2025-11-16,46.0
2025-11-17,42.53120679962956
2025-11-18,42.68291337985473
2025-11-19,45.0703123517144
2025-11-20,44.61131748399801
2025-11-21,46.0
2025-11-22,44.62532621333128
2025-11-23,43.28699376273339
2025-11-24,44.78572982574574
2025-11-25,45.63391506806046
2025-11-26,45.269971043734536
2025-11-27,44.865803178406075
2025-11-28,45.76778595179237
2025-11-29,45.9818184740105
2025-11-30,46.0
2025-12-01,45.31273237993701
2025-12-02,44.14064977612217
2025-12-03,44.66021228656241
2025-12-04,46.0
2025-12-05,43.303779865851766
2025-12-06,45.122394891081164
2025-12-07,44.016683385125276
2025-12-08,44.68421017213832
2025-12-09,46.0
2025-12-10,44.98779064173352
2025-12-11,44.79642802122712
2025-12-12,42.7096815928919
2025-12-13,45.88859407318559
2025-12-14,45.75423797096177
2025-12-15,46.0
2025-12-16,44.3490737985928
2025-12-17,45.14739197660102
2025-12-18,45.19770511672879
2025-12-19,46.0
2025-12-20,44.681723186524685
2025-12-21,45.2392734396778
2025-12-22,45.7257001092934
2025-12-23,45.08392538398469
2025-12-24,44.12156330231896
2025-12-25,45.06660079370924
2025-12-26,46.0
2025-12-27,43.19536909058707
2025-12-28,44.91003384013689
2025-12-29,43.632911715327346
2025-12-30,46.0
2025-12-31,42.334604570596156
2026-01-01,43.74480060142524
2026-01-02,45.10991606984085
2026-01-03,46.0
2026-01-04,44.35870150498796
2026-01-05,43.57686825851276
2026-01-06,46.0
2026-01-07,42.13385423771762
2026-01-08,40.951564982478516
2026-01-09,44.85091380682515
2026-01-10,43.37616643540958
